ckpt_index,method,env_id,episode,episode_in_env,step,mode,reason,rss_margin,rss_margin_current,rss_margin_min_pred,rss_margin_final_pred,rss_lateral_clearance_min_pred,rss_lateral_clearance_final_pred,predicted_progress,mpc_success,mpc_num_candidates,mpc_num_feasible,mpc_best_cost,fallback_used,cbf_mode,cbf_reason,cbf_action_delta,cbf_acc_safe,cbf_steer_safe,cbf_reference_mode,cbf_reference_action_delta,cbf_reference_acc_safe,cbf_reference_steer_safe,cbf_guard_used,cbf_guard_delta,selective_mpc_enabled,mpc_called,mpc_call_reason,mpc_trigger_policy,mpc_trigger_conditions,mpc_trigger_blockers,mpc_trigger_front_exists,mpc_trigger_front_object_kind,mpc_trigger_cbf_mode,mpc_trigger_cbf_delta,mpc_trigger_boundary_risk,mpc_trigger_boundary_margin,mpc_trigger_boundary_margin_source,mpc_trigger_boundary_min_pred,mpc_trigger_boundary_final_pred,road_boundary_projected_risk,road_boundary_current_violation,road_boundary_nominal_margin_current,road_boundary_nominal_margin_min_pred,road_boundary_nominal_margin_final_pred,road_boundary_prediction_horizon_steps,road_boundary_trigger_margin_dynamic,mpc_trigger_yellow_line,mpc_trigger_white_line,mpc_trigger_on_lane,mpc_trigger_crash_sidewalk,mpc_trigger_out_of_route,deadlock_risk,deadlock_score,deadlock_counter,deadlock_window_progress,deadlock_window_avg_speed,deadlock_cbf_active_ratio,deadlock_front_active_ratio,deadlock_avg_cbf_delta,deadlock_cbf_fallback_ratio,deadlock_route_completion,deadlock_reason,terminal_recoverable,terminal_recovery_reason,recovery_progress,recovery_margin_improvement,blocking_object_final,minimum_risk_stop_used,mpc_terminal_feasible,mpc_guard_rejected,cbf_guard_override_used,cbf_guard_override_reason,certified_recovery_override_used,certified_recovery_override_reason,guard_reject_reason,lateral_guard_reject_reason,recovery_hold_used,mpc_failure_reason,mpc_num_corridors,mpc_num_rss_feasible,mpc_num_road_safe,mpc_num_terminal_recoverable,mpc_num_guard_rejected,mpc_no_rss_feasible_count,mpc_no_road_safe_count,mpc_no_terminal_recoverable_count,mpc_guard_rejected_count,active_recovery_corridor,selected_recovery_corridor,previous_recovery_corridor,corridor_switch_used,corridor_switch_reason,left_corridor_available,right_corridor_available,forward_corridor_available,recenter_corridor_available,drivable_corridor_available,no_left_corridor,no_right_corridor,no_forward_corridor,no_recenter_corridor,road_boundary_active,road_boundary_mpc_used,road_boundary_mpc_no_safe_candidate,road_boundary_guard_used,road_boundary_guard_reason,road_boundary_guard_side,road_boundary_guard_acc,road_boundary_guard_steer,corridor_target_lateral_offset,corridor_target_speed,corridor_cost,corridor_terminal_recoverable,first_step_recovery_feasible,first_step_recovery_reason,recovery_horizon_steps_used,dynamic_vehicle_detected,candidate_family,selected_candidate_family,best_candidate_family,is_lateral_escape,lateral_certified_gate,predictive_filter_used,hard_safe,soft_longitudinal_slack,recovery_certified,emergency_veto,total_cost,predictive_candidate_certified,certified_lateral_recovery,predictive_reject_reason,predictive_hard_safe,predictive_total_cost,predictive_action_bounds_safe,predictive_no_immediate_collision,predictive_road_boundary_safe,predictive_lateral_hard_safe,predictive_lateral_rss_safe_or_improving,predictive_catastrophic_side_conflict,predictive_terminal_recoverable,predictive_terminal_recovery_reason,predictive_longitudinal_soft_slack,predictive_one_step_cbf_slack,predictive_soft_longitudinal_slack,predictive_longitudinal_slack_penalty,predictive_current_front_gap,predictive_first_step_front_gap,emergency_guard_used,emergency_guard_reject_reason,first_acc,first_steer,num_candidates_brake,num_candidates_creep,num_candidates_left,num_candidates_right,best_brake_cost,best_creep_cost,best_left_cost,best_right_cost,best_left_terminal_recoverable,best_right_terminal_recoverable,best_left_guard_rejected,best_right_guard_rejected,left_reject_reason,right_reject_reason,brake_selected_reason,mpc_time_ms,candidate_generation_time_ms,candidate_evaluation_time_ms,num_total_candidates,num_random_candidates,num_structured_candidates,lateral_rss_margin,front_object_path_overlap,front_object_lateral_distance,front_object_lateral_margin,front_object_deconflicted,longitudinal_constraint_relaxed_by_lateral_escape,initial_lateral_rss_margin,final_lateral_rss_margin,predicted_lateral_distance,predicted_lateral_rss_margin,predicted_path_overlap,predicted_path_overlap_reducing,terminal_lateral_separation_safe,terminal_lateral_deconflicted,road_boundary_safe,road_boundary_margin_current,road_boundary_margin_min_pred,road_boundary_margin_final_pred,road_boundary_margin_improvement,road_boundary_hard_margin,road_boundary_target_margin,road_boundary_margin_source,ego_dist_to_left_side,ego_dist_to_right_side,ego_on_lane,ego_out_of_route,ego_crash_sidewalk,ego_on_yellow_continuous_line,ego_on_white_continuous_line,ego_on_broken_line,ego_left_lane_line_type,ego_right_lane_line_type,ego_left_lane_line_color,ego_right_lane_line_color,ego_left_lane_line_prohibited,ego_right_lane_line_prohibited,immediate_longitudinal_margin_safe,conservative_longitudinal_margin_safe,critical_longitudinal_margin_safe,lateral_rss_improvement,path_overlap_reduced,terminal_deconflicted,first_step_lateral_margin_improves,first_step_path_overlap_reduces,first_step_lateral_distance_increases,lateral_escape_candidate,lateral_escape_certified,lateral_escape_certification_reason,lateral_escape_reject_reason,lateral_escape_used_relaxed_longitudinal_gate,lateral_escape_rejected_by_conservative_gate,lateral_escape_rejected_by_critical_margin,lateral_escape_lateral_rss_safe,lateral_escape_lateral_margin_improved,lateral_escape_path_overlap_reduced,lateral_escape_terminal_recoverable,lateral_escape_terminal_reason,lateral_escape_low_speed_creep,lateral_escape_no_immediate_collision_risk,lateral_escape_steer_toward_escape,certified_lateral_escape_used,certified_lateral_escape_side,certified_lateral_escape_reason,lateral_escape_guard_pass_through,lateral_escape_guard_reject_reason,guard_rejected_lateral_escape,mpc_action_before_guard_acc,mpc_action_before_guard_steer,action_after_guard_acc,action_after_guard_steer,right_steer_value_used,left_steer_value_used,selected_steer_before_guard,selected_steer_after_guard,right_road_safe,left_road_safe,right_lateral_rss_safe,left_lateral_rss_safe,right_escape_available,left_escape_available,right_escape_reject_reason,left_escape_reject_reason,best_left_lateral_rss_margin,best_right_lateral_rss_margin,right_candidate_generated,left_candidate_generated,certified_lateral_creep_available,certified_lateral_creep_used,certified_lateral_creep_side,certified_lateral_creep_reason,brake_selected_despite_certified_creep,brake_selected_despite_lateral_escape_available,lateral_escape_throttle_suppressed,creep_suppression_reason,lateral_creep_failure_reason,selected_acc_before_guard,selected_acc_after_guard,selected_throttle_before_guard,selected_throttle_after_guard,selected_brake_before_guard,selected_brake_after_guard,creep_acc_value_used,action_mapping_note,invalid_lateral_escape_no_creep,action_delta,acc_nominal,acc_safe,acc_delta,steer_nominal,steer_safe,steer_delta,step_cost,cumulative_cost,crash,crash_vehicle,crash_object,out_of_road,route_completion,velocity,filter_applied,object_kind,d_front,rss_distance,env_action_nominal_steer,env_action_nominal_throttle_brake,env_action_safe_steer,env_action_safe_throttle_brake,internal_action_nominal_acc,internal_action_nominal_steer,internal_action_safe_acc,internal_action_safe_steer,adapter_error
6000,ppl_rss_mpc,1010,1,1,1,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9793081283569336,0.3136148452758789,normal,0.0,1.9793081283569336,0.3136148452758789,False,0.0,True,False,,deadlock_or_projected_road_boundary_risk,,no_front_rss_object;insufficient_deadlock_window;cbf_active_ratio_below_threshold;front_active_ratio_below_threshold;avg_cbf_delta_below_threshold;deadlock_counter_below_threshold,False,none,normal,0.0,False,1.45,metadrive_route_corridor_with_solid_lane_line,1.45,1.6065394705031586,False,False,1.45,1.45,1.6065394705031586,12,0.35,False,False,True,False,False,False,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,False,False,,10,False,,,,False,False,False,False,,False,False,,False,False,,False,,False,False,False,False,False,False,False,,,,,,,,False,,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,1.45,,,,,,metadrive_route_corridor_with_solid_lane_line,8.75,1.75,True,False,False,False,False,False,ROAD_LINE_SOLID_SINGLE_WHITE,ROAD_LINE_BROKEN_SINGLE_WHITE,"(1.0, 0.7843137254901961, 0.0, 1)","(1, 1, 1, 1)",True,False,False,False,False,0.0,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,False,False,False,,,False,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,False,False,,,False,False,False,,,,,,,,,,,False,0.0,1.9793081283569336,1.9793081283569336,0.0,0.3136148452758789,0.3136148452758789,0.0,0,0,False,False,False,False,0.015961246987694327,0.28245356497674595,False,none,inf,0.0,0.3136148452758789,0.9896540641784668,0.3136148452758789,0.9896540641784668,1.9793081283569336,0.3136148452758789,1.9793081283569336,0.3136148452758789,
6000,ppl_rss_mpc,1010,1,1,2,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.99271821975708,0.2641172409057617,normal,0.0,1.99271821975708,0.2641172409057617,False,0.0,True,False,,deadlock_or_projected_road_boundary_risk,,no_front_rss_object;insufficient_deadlock_window;cbf_active_ratio_below_threshold;front_active_ratio_below_threshold;avg_cbf_delta_below_threshold;deadlock_counter_below_threshold,False,none,normal,0.0,False,1.450686892773956,metadrive_route_corridor_with_solid_lane_line,1.4506989546107707,1.6088118297410368,False,False,1.450686892773956,1.4506989546107707,1.6088118297410368,12,0.35,False,False,True,False,False,False,0.0,0,0.0,0.14122678248837298,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,False,False,,10,False,,,,False,False,False,False,,False,False,,False,False,,False,,False,False,False,False,False,False,False,,,,,,,,False,,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,1.450686892773956,,,,,,metadrive_route_corridor_with_solid_lane_line,8.749313107226044,1.750686892773956,True,False,False,False,False,False,ROAD_LINE_SOLID_SINGLE_WHITE,ROAD_LINE_BROKEN_SINGLE_WHITE,"(1.0, 0.7843137254901961, 0.0, 1)","(1, 1, 1, 1)",True,False,False,False,False,0.0,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,False,False,False,,,False,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,False,False,,,False,False,False,,,,,,,,,,,False,0.0,1.99271821975708,1.99271821975708,0.0,0.2641172409057617,0.2641172409057617,0.0,0,0,False,False,False,False,0.016068989255731088,0.5674627387038956,False,none,inf,0.0,0.2641172409057617,0.99635910987854,0.2641172409057617,0.99635910987854,1.99271821975708,0.2641172409057617,1.99271821975708,0.2641172409057617,
6000,ppl_rss_mpc,1010,1,1,3,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.992330551147461,0.25590991973876953,normal,0.0,1.992330551147461,0.25590991973876953,False,0.0,True,False,,deadlock_or_projected_road_boundary_risk,,no_front_rss_object;insufficient_deadlock_window;cbf_active_ratio_below_threshold;front_active_ratio_below_threshold;avg_cbf_delta_below_threshold;deadlock_counter_below_threshold,False,none,normal,0.0,False,1.4540300041437149,metadrive_route_corridor_with_solid_lane_line,1.454181838716125,1.6358966028169835,False,False,1.4540300041437149,1.454181838716125,1.6358966028169835,12,0.35,False,False,True,False,False,False,0.0,0,0.0,0.2833054345602139,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,False,False,,10,False,,,,False,False,False,False,,False,False,,False,False,,False,,False,False,False,False,False,False,False,,,,,,,,False,,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,1.4540300041437149,,,,,,metadrive_route_corridor_with_solid_lane_line,8.745969995856285,1.754030004143715,True,False,False,False,False,False,ROAD_LINE_SOLID_SINGLE_WHITE,ROAD_LINE_BROKEN_SINGLE_WHITE,"(1.0, 0.7843137254901961, 0.0, 1)","(1, 1, 1, 1)",True,False,False,False,False,0.0,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,False,False,False,,,False,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,False,False,,,False,False,False,,,,,,,,,,,False,0.0,1.992330551147461,1.992330551147461,0.0,0.25590991973876953,0.25590991973876953,0.0,0,0,False,False,False,False,0.016266951251013382,0.8520279252711691,False,none,inf,0.0,0.25590991973876953,0.9961652755737305,0.25590991973876953,0.9961652755737305,1.992330551147461,0.25590991973876953,1.992330551147461,0.25590991973876953,
6000,ppl_rss_mpc,1010,1,1,4,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9917073249816895,0.24909138679504395,normal,0.0,1.9917073249816895,0.24909138679504395,False,0.0,True,False,,deadlock_or_projected_road_boundary_risk,,no_front_rss_object;insufficient_deadlock_window;cbf_active_ratio_below_threshold;front_active_ratio_below_threshold;avg_cbf_delta_below_threshold;deadlock_counter_below_threshold,False,none,normal,0.0,False,1.4605873886495828,metadrive_route_corridor_with_solid_lane_line,1.461149358159928,1.6711094785821439,False,False,1.4605873886495828,1.461149358159928,1.6711094785821439,12,0.35,False,False,True,False,False,False,0.0,0,0.0,0.4254860572379527,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,False,False,,10,False,,,,False,False,False,False,,False,False,,False,False,,False,,False,False,False,False,False,False,False,,,,,,,,False,,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,1.4605873886495828,,,,,,metadrive_route_corridor_with_solid_lane_line,8.739412611350417,1.7605873886495829,True,False,False,False,False,False,ROAD_LINE_SOLID_SINGLE_WHITE,ROAD_LINE_BROKEN_SINGLE_WHITE,"(1.0, 0.7843137254901961, 0.0, 1)","(1, 1, 1, 1)",True,False,False,False,False,0.0,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,False,False,False,,,False,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,False,False,,,False,False,False,,,,,,,,,,,False,0.0,1.9917073249816895,1.9917073249816895,0.0,0.24909138679504395,0.24909138679504395,0.0,0,0,False,False,False,False,0.016554927755964493,1.1363787825088056,False,none,inf,0.0,0.24909138679504395,0.9958536624908447,0.24909138679504395,0.9958536624908447,1.9917073249816895,0.24909138679504395,1.9917073249816895,0.24909138679504395,
6000,ppl_rss_mpc,1010,1,1,5,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9910218715667725,0.23970377445220947,normal,0.0,1.9910218715667725,0.23970377445220947,False,0.0,True,False,,deadlock_or_projected_road_boundary_risk,,no_front_rss_object;insufficient_deadlock_window;cbf_active_ratio_below_threshold;front_active_ratio_below_threshold;avg_cbf_delta_below_threshold;deadlock_counter_below_threshold,False,none,normal,0.0,False,1.4706499975174665,metadrive_route_corridor_with_solid_lane_line,1.4720626961257757,1.7140590926158727,False,False,1.4706499975174665,1.4720626961257757,1.7140590926158727,12,0.35,False,False,True,False,False,False,0.0,0,0.0,0.5676646022921232,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,False,False,,10,False,,,,False,False,False,False,,False,False,,False,False,,False,,False,False,False,False,False,False,False,,,,,,,,False,,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,1.4706499975174665,,,,,,metadrive_route_corridor_with_solid_lane_line,8.729350002482533,1.7706499975174665,True,False,False,False,False,False,ROAD_LINE_SOLID_SINGLE_WHITE,ROAD_LINE_BROKEN_SINGLE_WHITE,"(1.0, 0.7843137254901961, 0.0, 1)","(1, 1, 1, 1)",True,False,False,False,False,0.0,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,False,False,False,,,False,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,False,False,,,False,False,False,,,,,,,,,,,False,0.0,1.9910218715667725,1.9910218715667725,0.0,0.23970377445220947,0.23970377445220947,0.0,0,0,False,False,False,False,0.01693287012641809,1.4210475524231942,False,none,inf,0.0,0.23970377445220947,0.9955109357833862,0.23970377445220947,0.9955109357833862,1.9910218715667725,0.23970377445220947,1.9910218715667725,0.23970377445220947,
6000,ppl_rss_mpc,1010,1,1,6,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9902198314666748,0.22738909721374512,normal,0.0,1.9902198314666748,0.22738909721374512,False,0.0,True,False,,deadlock_or_projected_road_boundary_risk,,no_front_rss_object;insufficient_deadlock_window;cbf_active_ratio_below_threshold;front_active_ratio_below_threshold;avg_cbf_delta_below_threshold;deadlock_counter_below_threshold,False,none,normal,0.0,False,1.4842820473015308,metadrive_route_corridor_with_solid_lane_line,1.4871495602064175,1.7657295235050439,False,False,1.4842820473015308,1.4871495602064175,1.7657295235050439,12,0.35,False,False,True,False,False,False,0.0,0,0.0,0.7098950939806351,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,False,False,,10,False,,,,False,False,False,False,,False,False,,False,False,,False,,False,False,False,False,False,False,False,,,,,,,,False,,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,1.4842820473015308,,,,,,metadrive_route_corridor_with_solid_lane_line,8.71571795269847,1.7842820473015308,True,False,False,False,False,False,ROAD_LINE_SOLID_SINGLE_WHITE,ROAD_LINE_BROKEN_SINGLE_WHITE,"(1.0, 0.7843137254901961, 0.0, 1)","(1, 1, 1, 1)",True,False,False,False,False,0.0,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,False,False,False,,,False,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,False,False,,,False,False,False,,,,,,,,,,,False,0.0,1.9902198314666748,1.9902198314666748,0.0,0.22738909721374512,0.22738909721374512,0.0,0,0,False,False,False,False,0.017400834607191495,1.7060510646319857,False,none,inf,0.0,0.22738909721374512,0.9951099157333374,0.22738909721374512,0.9951099157333374,1.9902198314666748,0.22738909721374512,1.9902198314666748,0.22738909721374512,
6000,ppl_rss_mpc,1010,1,1,7,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.989217758178711,0.2123948335647583,normal,0.0,1.989217758178711,0.2123948335647583,False,0.0,True,False,,deadlock_or_projected_road_boundary_risk,,no_front_rss_object;insufficient_deadlock_window;avg_speed_above_deadlock_threshold;cbf_active_ratio_below_threshold;front_active_ratio_below_threshold;avg_cbf_delta_below_threshold;deadlock_counter_below_threshold,False,none,normal,0.0,False,1.5016103692352771,metadrive_route_corridor_with_solid_lane_line,1.506650386797382,1.8266522636593538,False,False,1.5016103692352771,1.506650386797382,1.8266522636593538,12,0.35,False,False,True,False,False,False,0.0,0,0.0,0.8522030897879709,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,False,False,,10,False,,,,False,False,False,False,,False,False,,False,False,,False,,False,False,False,False,False,False,False,,,,,,,,False,,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,1.5016103692352771,,,,,,metadrive_route_corridor_with_solid_lane_line,8.698389630764723,1.8016103692352772,True,False,False,False,False,False,ROAD_LINE_SOLID_SINGLE_WHITE,ROAD_LINE_BROKEN_SINGLE_WHITE,"(1.0, 0.7843137254901961, 0.0, 1)","(1, 1, 1, 1)",True,False,False,False,False,0.0,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,False,False,False,,,False,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,False,False,,,False,False,False,,,,,,,,,,,False,0.0,1.989217758178711,1.989217758178711,0.0,0.2123948335647583,0.2123948335647583,0.0,0,0,False,False,False,False,0.01795881663789411,1.9913350509375027,False,none,inf,0.0,0.2123948335647583,0.9946088790893555,0.2123948335647583,0.9946088790893555,1.989217758178711,0.2123948335647583,1.989217758178711,0.2123948335647583,
6000,ppl_rss_mpc,1010,1,1,8,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9879608154296875,0.19526100158691406,normal,0.0,1.9879608154296875,0.19526100158691406,False,0.0,True,False,,deadlock_or_projected_road_boundary_risk,,no_front_rss_object;insufficient_deadlock_window;avg_speed_above_deadlock_threshold;cbf_active_ratio_below_threshold;front_active_ratio_below_threshold;avg_cbf_delta_below_threshold;deadlock_counter_below_threshold,False,none,normal,0.0,False,1.5229071721434593,metadrive_route_corridor_with_solid_lane_line,1.5309123591029763,1.8974360751685644,False,False,1.5229071721434593,1.5309123591029763,1.8974360751685644,12,0.35,False,False,True,False,False,False,0.0,0,0.0,0.9945945849316623,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,False,False,,10,False,,,,False,False,False,False,,False,False,,False,False,,False,,False,False,False,False,False,False,False,,,,,,,,False,,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,1.5229071721434593,,,,,,metadrive_route_corridor_with_solid_lane_line,8.67709282785654,1.8229071721434593,True,False,False,False,False,False,ROAD_LINE_SOLID_SINGLE_WHITE,ROAD_LINE_BROKEN_SINGLE_WHITE,"(1.0, 0.7843137254901961, 0.0, 1)","(1, 1, 1, 1)",True,False,False,False,False,0.0,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,False,False,False,,,False,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,False,False,,,False,False,False,,,,,,,,,,,False,0.0,1.9879608154296875,1.9879608154296875,0.0,0.19526100158691406,0.19526100158691406,0.0,0,0,False,False,False,False,0.018606761493838817,2.2768522319515956,False,none,inf,0.0,0.19526100158691406,0.9939804077148438,0.19526100158691406,0.9939804077148438,1.9879608154296875,0.19526100158691406,1.9879608154296875,0.19526100158691406,
6000,ppl_rss_mpc,1010,1,1,9,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9863958358764648,0.17678332328796387,normal,0.0,1.9863958358764648,0.17678332328796387,False,0.0,True,False,,deadlock_or_projected_road_boundary_risk,,no_front_rss_object;insufficient_deadlock_window;avg_speed_above_deadlock_threshold;cbf_active_ratio_below_threshold;front_active_ratio_below_threshold;avg_cbf_delta_below_threshold;deadlock_counter_below_threshold,False,none,normal,0.0,False,1.5485045284032821,metadrive_route_corridor_with_solid_lane_line,1.5603040859208048,1.9788023306639555,False,False,1.5485045284032821,1.5603040859208048,1.9788023306639555,12,0.35,False,False,True,False,False,False,0.0,0,0.0,1.137067656822766,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,False,False,,10,False,,,,False,False,False,False,,False,False,,False,False,,False,,False,False,False,False,False,False,False,,,,,,,,False,,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,1.5485045284032821,,,,,,metadrive_route_corridor_with_solid_lane_line,8.651495471596718,1.8485045284032822,True,False,False,False,False,False,ROAD_LINE_SOLID_SINGLE_WHITE,ROAD_LINE_BROKEN_SINGLE_WHITE,"(1.0, 0.7843137254901961, 0.0, 1)","(1, 1, 1, 1)",True,False,False,False,False,0.0,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,False,False,False,,,False,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,False,False,,,False,False,False,,,,,,,,,,,False,0.0,1.9863958358764648,1.9863958358764648,0.0,0.17678332328796387,0.17678332328796387,0.0,0,0,False,False,False,False,0.019344596208776113,2.562507538660481,False,none,inf,0.0,0.17678332328796387,0.9931979179382324,0.17678332328796387,0.9931979179382324,1.9863958358764648,0.17678332328796387,1.9863958358764648,0.17678332328796387,
6000,ppl_rss_mpc,1010,1,1,10,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9844472408294678,0.1569201946258545,normal,0.0,1.9844472408294678,0.1569201946258545,False,0.0,True,False,,deadlock_or_projected_road_boundary_risk,,no_front_rss_object;deadlock_conditions_not_met;avg_speed_above_deadlock_threshold;progress_above_deadlock_threshold;cbf_active_ratio_below_threshold;front_active_ratio_below_threshold;avg_cbf_delta_below_threshold;deadlock_counter_below_threshold,False,none,normal,0.0,False,1.5787265866994857,metadrive_route_corridor_with_solid_lane_line,1.595141769217247,2.070075738328092,False,False,1.5787265866994857,1.595141769217247,2.070075738328092,12,0.35,False,False,True,False,False,False,0.16666666666666666,0,1.0680475234985352,1.2796116450065376,0.0,0.0,0.0,0.0,0.019344596208776113,deadlock_conditions_not_met,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,,,,,False,False,,10,False,,,,False,False,False,False,,False,False,,False,False,,False,,False,False,False,False,False,False,False,,,,,,,,False,,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,1.5787265866994857,,,,,,metadrive_route_corridor_with_solid_lane_line,8.621273413300514,1.8787265866994858,True,False,False,False,False,False,ROAD_LINE_SOLID_SINGLE_WHITE,ROAD_LINE_BROKEN_SINGLE_WHITE,"(1.0, 0.7843137254901961, 0.0, 1)","(1, 1, 1, 1)",True,False,False,False,False,0.0,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,False,False,False,,,False,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,False,False,,,False,False,False,,,,,,,,,,,False,0.0,1.9844472408294678,1.9844472408294678,0.0,0.1569201946258545,0.1569201946258545,0.0,0,0,False,False,False,False,0.020172226534633728,2.848207208297992,False,none,inf,0.0,0.1569201946258545,0.9922236204147339,0.1569201946258545,0.9922236204147339,1.9844472408294678,0.1569201946258545,1.9844472408294678,0.1569201946258545,
