ckpt_index,method,env_id,episode,episode_in_env,step,mode,reason,rss_margin,rss_margin_current,rss_margin_min_pred,rss_margin_final_pred,rss_lateral_clearance_min_pred,rss_lateral_clearance_final_pred,predicted_progress,mpc_success,mpc_num_candidates,mpc_num_feasible,mpc_best_cost,fallback_used,cbf_mode,cbf_reason,cbf_action_delta,cbf_acc_safe,cbf_steer_safe,cbf_reference_mode,cbf_reference_action_delta,cbf_reference_acc_safe,cbf_reference_steer_safe,cbf_guard_used,cbf_guard_delta,selective_mpc_enabled,mpc_called,mpc_call_reason,deadlock_risk,deadlock_score,deadlock_counter,deadlock_window_progress,deadlock_window_avg_speed,deadlock_cbf_active_ratio,deadlock_front_active_ratio,deadlock_avg_cbf_delta,deadlock_cbf_fallback_ratio,deadlock_route_completion,deadlock_reason,terminal_recoverable,terminal_recovery_reason,recovery_progress,recovery_margin_improvement,blocking_object_final,minimum_risk_stop_used,mpc_terminal_feasible,mpc_guard_rejected,cbf_guard_override_used,cbf_guard_override_reason,certified_recovery_override_used,certified_recovery_override_reason,guard_reject_reason,lateral_guard_reject_reason,recovery_hold_used,mpc_failure_reason,mpc_num_corridors,mpc_num_rss_feasible,mpc_num_road_safe,mpc_num_terminal_recoverable,mpc_num_guard_rejected,mpc_no_rss_feasible_count,mpc_no_road_safe_count,mpc_no_terminal_recoverable_count,mpc_guard_rejected_count,active_recovery_corridor,selected_recovery_corridor,previous_recovery_corridor,corridor_switch_used,corridor_switch_reason,left_corridor_available,right_corridor_available,forward_corridor_available,recenter_corridor_available,drivable_corridor_available,no_left_corridor,no_right_corridor,no_forward_corridor,no_recenter_corridor,road_boundary_active,corridor_target_lateral_offset,corridor_target_speed,corridor_cost,corridor_terminal_recoverable,first_step_recovery_feasible,first_step_recovery_reason,recovery_horizon_steps_used,dynamic_vehicle_detected,selected_candidate_family,best_candidate_family,num_candidates_brake,num_candidates_creep,num_candidates_left,num_candidates_right,best_brake_cost,best_creep_cost,best_left_cost,best_right_cost,best_left_terminal_recoverable,best_right_terminal_recoverable,best_left_guard_rejected,best_right_guard_rejected,left_reject_reason,right_reject_reason,brake_selected_reason,mpc_time_ms,candidate_generation_time_ms,candidate_evaluation_time_ms,num_total_candidates,num_random_candidates,num_structured_candidates,lateral_rss_margin,front_object_path_overlap,front_object_lateral_distance,front_object_lateral_margin,front_object_deconflicted,longitudinal_constraint_relaxed_by_lateral_escape,initial_lateral_rss_margin,final_lateral_rss_margin,predicted_lateral_distance,predicted_lateral_rss_margin,predicted_path_overlap,predicted_path_overlap_reducing,terminal_lateral_separation_safe,terminal_lateral_deconflicted,road_boundary_safe,immediate_longitudinal_margin_safe,lateral_rss_improvement,path_overlap_reduced,terminal_deconflicted,first_step_lateral_margin_improves,first_step_path_overlap_reduces,first_step_lateral_distance_increases,certified_lateral_escape_used,certified_lateral_escape_side,certified_lateral_escape_reason,guard_rejected_lateral_escape,mpc_action_before_guard_acc,mpc_action_before_guard_steer,action_after_guard_acc,action_after_guard_steer,right_steer_value_used,left_steer_value_used,selected_steer_before_guard,selected_steer_after_guard,right_road_safe,left_road_safe,right_lateral_rss_safe,left_lateral_rss_safe,right_escape_available,left_escape_available,right_escape_reject_reason,left_escape_reject_reason,best_left_lateral_rss_margin,best_right_lateral_rss_margin,right_candidate_generated,left_candidate_generated,action_delta,acc_nominal,acc_safe,acc_delta,steer_nominal,steer_safe,steer_delta,step_cost,cumulative_cost,crash,crash_vehicle,crash_object,out_of_road,route_completion,velocity,filter_applied,object_kind,d_front,rss_distance,env_action_nominal_steer,env_action_nominal_throttle_brake,env_action_safe_steer,env_action_safe_throttle_brake,internal_action_nominal_acc,internal_action_nominal_steer,internal_action_safe_acc,internal_action_safe_steer,adapter_error
10000,ppl_rss_mpc,1032,1,1,1,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9787654876708984,-0.5146498084068298,normal,0.0,1.9787654876708984,-0.5146498084068298,False,0.0,True,False,,False,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,,,,False,False,,10,False,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,False,0.0,False,False,False,False,False,False,,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,0.0,1.9787654876708984,1.9787654876708984,0.0,-0.5146498084068298,-0.5146498084068298,0.0,0.0,0.0,False,False,False,False,0.018221489180899792,0.2771888019508033,False,none,inf,0.0,-0.5146498084068298,0.9893827438354492,-0.5146498084068298,0.9893827438354492,1.9787654876708984,-0.5146498084068298,1.9787654876708984,-0.5146498084068298,
10000,ppl_rss_mpc,1032,1,1,2,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9897007942199707,-0.5503402948379517,normal,0.0,1.9897007942199707,-0.5503402948379517,False,0.0,True,False,,False,0.0,0,0.0,0.13859440097540165,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,,,,False,False,,10,False,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,False,0.0,False,False,False,False,False,False,,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,0.0,1.9897007942199707,1.9897007942199707,0.0,-0.5503402948379517,-0.5503402948379517,0.0,0.0,0.0,False,False,False,False,0.01834033635842999,0.552117790138326,False,none,inf,0.0,-0.5503402948379517,0.9948503971099854,-0.5503402948379517,0.9948503971099854,1.9897007942199707,-0.5503402948379517,1.9897007942199707,-0.5503402948379517,
10000,ppl_rss_mpc,1032,1,1,3,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9903831481933594,-0.5279461741447449,normal,0.0,1.9903831481933594,-0.5279461741447449,False,0.0,True,False,,False,0.0,0,0.0,0.27643553069637644,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,,,,False,False,,10,False,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,False,0.0,False,False,False,False,False,False,,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,0.0,1.9903831481933594,1.9903831481933594,0.0,-0.5279461741447449,-0.5279461741447449,0.0,0.0,0.0,False,False,False,False,0.018556308069275183,0.8273775072248465,False,none,inf,0.0,-0.5279461741447449,0.9951915740966797,-0.5279461741447449,0.9951915740966797,1.9903831481933594,-0.5279461741447449,1.9903831481933594,-0.5279461741447449,
10000,ppl_rss_mpc,1032,1,1,4,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.991206407546997,-0.5074683427810669,normal,0.0,1.991206407546997,-0.5074683427810669,False,0.0,True,False,,False,0.0,0,0.0,0.41417102482849394,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,,,,False,False,,10,False,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,False,0.0,False,False,False,False,False,False,,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,0.0,1.991206407546997,1.991206407546997,0.0,-0.5074683427810669,-0.5074683427810669,0.0,0.0,0.0,False,False,False,False,0.018868963508799224,1.1027724932346812,False,none,inf,0.0,-0.5074683427810669,0.9956032037734985,-0.5074683427810669,0.9956032037734985,1.991206407546997,-0.5074683427810669,1.991206407546997,-0.5074683427810669,
10000,ppl_rss_mpc,1032,1,1,5,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9921116828918457,-0.4846650958061218,normal,0.0,1.9921116828918457,-0.4846650958061218,False,0.0,True,False,,False,0.0,0,0.0,0.5518913185097314,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,,,,False,False,,10,False,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,False,0.0,False,False,False,False,False,False,,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,0.0,1.9921116828918457,1.9921116828918457,0.0,-0.4846650958061218,-0.4846650958061218,0.0,0.0,0.0,False,False,False,False,0.01927876083615149,1.3800738314799867,False,none,inf,0.0,-0.4846650958061218,0.9960558414459229,-0.4846650958061218,0.9960558414459229,1.9921116828918457,-0.4846650958061218,1.9921116828918457,-0.4846650958061218,
10000,ppl_rss_mpc,1032,1,1,6,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9928996562957764,-0.4582662582397461,normal,0.0,1.9928996562957764,-0.4582662582397461,False,0.0,True,False,,False,0.0,0,0.0,0.6899217373381074,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,,,,False,False,,10,False,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,False,0.0,False,False,False,False,False,False,,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,0.0,1.9928996562957764,1.9928996562957764,0.0,-0.4582662582397461,-0.4582662582397461,0.0,0.0,0.0,False,False,False,False,0.01978635605193224,1.6592662841487664,False,none,inf,0.0,-0.4582662582397461,0.9964498281478882,-0.4582662582397461,0.9964498281478882,1.9928996562957764,-0.4582662582397461,1.9928996562957764,-0.4582662582397461,
10000,ppl_rss_mpc,1032,1,1,7,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9934611320495605,-0.4284861087799072,normal,0.0,1.9934611320495605,-0.4284861087799072,False,0.0,True,False,,False,0.0,0,0.0,0.82839952973963,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,,,,False,False,,10,False,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,False,0.0,False,False,False,False,False,False,,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,0.0,1.9934611320495605,1.9934611320495605,0.0,-0.4284861087799072,-0.4284861087799072,0.0,0.0,0.0,False,False,False,False,0.02039195046849499,1.9401622153056184,False,none,inf,0.0,-0.4284861087799072,0.9967305660247803,-0.4284861087799072,0.9967305660247803,1.9934611320495605,-0.4284861087799072,1.9934611320495605,-0.4284861087799072,
10000,ppl_rss_mpc,1032,1,1,8,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9938907623291016,-0.39530158042907715,normal,0.0,1.9938907623291016,-0.39530158042907715,False,0.0,True,False,,False,0.0,0,0.0,0.9673698654353786,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,,,,False,False,,10,False,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,False,0.0,False,False,False,False,False,False,,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,0.0,1.9938907623291016,1.9938907623291016,0.0,-0.39530158042907715,-0.39530158042907715,0.0,0.0,0.0,False,False,False,False,0.021095505905910618,2.222792288078583,False,none,inf,0.0,-0.39530158042907715,0.9969453811645508,-0.39530158042907715,0.9969453811645508,1.9938907623291016,-0.39530158042907715,1.9938907623291016,-0.39530158042907715,
10000,ppl_rss_mpc,1032,1,1,9,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9941349029541016,-0.35937070846557617,normal,0.0,1.9941349029541016,-0.35937070846557617,False,0.0,True,False,,False,0.0,0,0.0,1.106861245729068,0.0,0.0,0.0,0.0,,insufficient_deadlock_window,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,,,,False,False,,10,False,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,False,0.0,False,False,False,False,False,False,,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,0.0,1.9941349029541016,1.9941349029541016,0.0,-0.35937070846557617,-0.35937070846557617,0.0,0.0,0.0,False,False,False,False,0.021896973771542073,2.5070662235508046,False,none,inf,0.0,-0.35937070846557617,0.9970674514770508,-0.35937070846557617,0.9970674514770508,1.9941349029541016,-0.35937070846557617,1.9941349029541016,-0.35937070846557617,
10000,ppl_rss_mpc,1032,1,1,10,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9940886497497559,-0.3218204975128174,normal,0.0,1.9940886497497559,-0.3218204975128174,False,0.0,True,False,,False,0.16666666666666666,0,1.016469955444336,1.2468817435112416,0.0,0.0,0.0,0.0,0.021896973771542073,deadlock_conditions_not_met,False,,,,False,False,0,0,False,,False,,,,False,,0,0,0,0,0,0,0,0,0,,,,False,,False,False,False,False,False,True,True,True,True,False,,,,False,False,,10,False,,,0,0,0,0,,,,,False,False,False,False,,,,,,,0,0,0,,False,,,False,False,,,,,False,False,False,False,False,False,0.0,False,False,False,False,False,False,,,False,,,,,,,,,False,False,False,False,False,False,,,,,False,False,0.0,1.9940886497497559,1.9940886497497559,0.0,-0.3218204975128174,-0.3218204975128174,0.0,0.0,0.0,False,False,False,False,0.0227962759700798,2.792708733553542,False,none,inf,0.0,-0.3218204975128174,0.9970443248748779,-0.3218204975128174,0.9970443248748779,1.9940886497497559,-0.3218204975128174,1.9940886497497559,-0.3218204975128174,
